kye	label	total	M_semenanjung	C_semenanjung	I_semenanjung	L_semenanjung	OA_semenanjung2	L_semenanjung2	BI_sabah	BBI_sabah	C_sabah	L_sabah	M_sarawak	IB_sarawak	BD_sarawak	OU_sarawak	C_sarawak	L_sarawak
1	GUAR PERAHU	2660	2650	5	2	3	2	1	2652		5	3	2650	1			5	4
2	KUALA MENGKUANG	4963	4862	23	58	20	8	12	4869	1	23	70	4863		2		23	75
3	TELOK WANG	847	550	181	35	81	9	72	551	8	181	107	550	1			181	115
4	MENGKUANG	2886	2657	196	20	13	4	9	2660	1	196	29	2657	1	1		196	31
5	SUNGAI LEMBU	560	8	550	2	0			8		550	2	8				550	2
6	PENANTI	1299	926	331	39	3	3		928	1	331	39	926	1			331	41
7	KUBANG ULU	1844	1075	688	74	7	4	3	1078	1	688	77	1076				688	80
8	SUNGAI SEMAMBU	2235	1630	571	29	5	2	3	1632		571	32	1630				571	34
9	TANAH LIAT MUKIM 9	2503	1969	469	58	7	4	3	1972	1	469	61	1970	1			469	63
10	BERAPIT ROAD	1640	330	1225	82	3	1	2	331		1225	84	331				1225	84
